location,title,company,salary,summary
"Boston, MA",Principal Scientist - Immunologist,Takeda Pharmaceuticals,140000.0,"Job Description   OBJECTIVE: Make gene therapies and biologics Safer |The next generation of gene therapies come with uncharted safety risks. Help direct pharmaceutical drug project teams with expert advice on how to design safer, more effective cell, protein and small molecule immunotherapies. Help develop Immunotoxicity Strategy |Deliver critical data and ideas to guide projects through discovery and development. The successful candidate will develop global strategy for designing & delivering of state-of-the-art immunoassays to detect & de-risk immune-mediated toxicities for candidate drug molecules. Immunology Problem Solving |Unwanted immune activation and inhibition can derail even the most promising drug projects. Lead problem-solving teams to help save these projects & make safer drugs for patients. Develop and deliver novel immune assays, including traditional immune cell culture as well as advanced organ-on-a-chip technologies Use genomics, molecular & cellular biology to investigate mechanisms of drug-induced toxicity Help guide the development of gene therapies, oligonucleotide therapies, and therapeutic viral vectors. Steer drug discovery teams to make safer medicines using experience, in-house, and literature data. EDUCATION, BEHAVIOURAL COMPETENCIES AND SKILLS: PhD in Immunology or related field, or Masters with 3+ years of industry experience. Experience with advanced cell culture approaches with cell lines, primary cells, and iPSC cells. Cell and molecular biology skills including flow cytometry, application of knock-out, knock-down technology, gene expression analysis, and biomarker assay development and validation Experience working in a matrixed team environment at a pharmaceutical company and/or CRO Broad scientific knowledge including immunology, pharmacology, toxicology, pathology, physiology and biochemistry. Expertise designing & delivering fit for purpose assays for understanding the mechanism of toxicity of agents including drugs, for biomarker development and application, and for derisking drug candidates. Skills in pathway analysis, network pharmacology Strong interpersonal and organizational skills Excellent oral and written communication skills Locations   Boston, MA  Worker Type   Employee  Worker Sub-Type   Regular  Time Type   Full time"
"Woodbridge, NJ",Senior Data Scientist,Plymouth Rock Assurance,98500.0,"The Senior Data Scientist independently develops statistical models that will enable future growth and profitability for our book of business through appropriate pricing and underwriting of risk. He/she is responsible for the formulation of statistical models and direct application of models to address insurance business issues. Essential Functions and Responsibilities Produces complex predictive models which enable the creation of rating plans and evaluation of risk and profitability. Develops studies that evaluate new business models for customer retention and growth initiatives as well as estimate the lifetime value of customer segments. Identifies drivers of insurance costs, understanding the economics of customers’ behavior and estimating the expected losses for segments of risks using advanced statistical and analytical techniques on large data sets. Develop or participate in the development of the overall analytical framework to support the company’s strategy for growth Communicates analysis, strategy and recommendations to diverse audiences, including technical and non-technical. Collaborates with upper management to assess the potential effects of proposed solutions and incorporates these considerations into recommendations. Manages projects of high complexity. Perform other job-related duties as assigned. Advanced skills and training in predictive modeling, data mining and other quantitative and research analytics (Non-Linear Regression Analysis, Multivariate Analysis, Bayesian Methods, Generalized Linear Models, Decision Trees, Non Parametric estimations, etc.). Ability to apply various predictive modeling techniques to develop solutions to various real-world problems. Hands-on experience developing and delivering structured, methodology projects. Exceptional programming ability in SAS, SQL, R or other programming languages. Excellent written and oral communication and presentation skills. In-depth understanding of database principles and experience working with large databases. Ability to influence and guide across departmental boundaries. Qualifications and Education 3 or more years of experience developing and implementing multivariate predictive models using GLM and other statistical methods. PhD in economics, statistics, or related field required. Or in the alternative, a Master’s degree in Statistics, Engineering, Mathematics, Economics, or a related field (foreign educational equivalent accepted) and five (5) years of experience as indicated above. High level of organizational and project management experience handling multiple projects simultaneously About the Company The Plymouth Rock Company and its affiliated group of companies write and manage over $1.4 billion in personal and commercial auto and homeowner’s insurance throughout the Northeast and mid-Atlantic, where we have built an unparalleled reputation for service. We continuously invest in technology, our employees thrive in our empowering environment, and our customers are among the most loyal in the industry. The Plymouth Rock group of companies employs more than 1,800 people and is headquartered in Boston, Massachusetts. Plymouth Rock Assurance Corporation holds an A.M. Best rating of “A-/Excellent”."
"San Francisco, CA",Principal Data Scientist with over 10 years experience,CA-One Tech Cloud,225000.0,"Position Title: Principal Data Scientist Location: San Francisco, CA Duration: Full time  Job Description: Work with large scale dataset which includes transactional, click-stream, and telematics data; Build models, synthesize stories from data, and turn the stories into recommendations for building products that help our members to continuously improve on their driving; Help build econometric models to drive operational excellence; Work on data acquisition strategy to augment our dataset and drive value to our organization and members; Partner with cross-functional teams to execute product roadmap and ensure data is always a forethought in decision-making; Work with Data Engineers in building and maintaining near real-time data pipeline and machine learning infrastructure; Establish and maintain data dictionary; Own data quality controls and metrics; Build and mentor a team of awesome data scientists. Apply if you: Have 5+ years of programming experience (Python preferred); Have 3+ years of experience in developing models and productionizing it; Have 3+ years of experience in machine learning infrastructure and AWS data stack; Are an expert in statistical programming language (eg. Pandas, MATLAB, R); Have proficiency in visualization tools (eg. matplotlib, ggplot2, Tableau); Have worked on A/B testing, funnel optimization, cohort analysis, and user profiling; Can split the time between data science and data engineering; Have Bachelor's Degree (or higher) in Computer Science, Math, Statistics, Economics, or similar domain. Nice to have: Recent experience working in a startup; Worked on telematics dataset."
"Lewes, DE",MED TECH/LAB SCIENTIST - LABORATORY,Beebe Healthcare,135000.0,"Evening: 3P-1130P or Night Shift 11P-730A  Includes holidays and every other weekend.  Summary: Performs, calculates and reports routine and special laboratory tests. Maintains equipment and troubleshoots problems. Evaluates results and quality control data. Serves as a resource and teaches new employees and students. Assists in evaluating new test procedures. The individual in this position must demonstrate knowledge of the principles of growth and development over the life span of the patient. In addition, she/he must possess the ability to assess patient data relative to age specific needs and provide care as described in the department's policies and procedures.  Other information: Will consider entry level graduates of an approved associate degree program in an appropriate science field and eligibility as medical technologist.Must complete Point of Care Testing training as part of Department Orientation. Able to communicate effectively, pleasantly, cooperatively, and discretely with patients, physicians, hospital employees, and the general public. Able to work under pressure. Willingness to increase knowledge of laboratory/hospital functions. Demonstration of creativity, initiative and problem solving.  Responsibilities: Demonstrates technical knowledge and competence in performing expected responsibilities. Ability to perform laboratory skills. Performs and evaluates maintenance systems. Implements corrective action as appropriate. Performs and evaluates quality control data and implements corrective action. Ability to identify issues and processes requiring improvement. Ability to find, organize and use resources to improve outcomes. Monitors and evaluates training progress and makes recommendations for additional training. Assists in maintenance and ordering of supplies. Helps maintain organization and cleanliness of work/storage areas. Demonstrates the ability to function productively and independently, planning and prioritizing times and tasks to complete work assignments. Ability to maintain positive performance under a variety of conditions.  Credentials: Essential: ASCP-MEDTECH - MLT OR MT  Competencies and skills: Essential: Clear Communication Skills Both Written And Verbal Able To Keep Confidential Information Regarding Patients, Team Members Able To Withstand Crisis Situations Has Skills To Provides Customer Service To Patients, Team Members And Visitors Knowledge And Experience With Electronic Health Records  Education: Essential: Associates Degree in related field Education specialization: Essential: Medical Technology  Location: Hospital-Main Campus  Shift : Flexible-hours/shifts may vary depending on department needs  FTE: 1.000000  Work Status: Full Time"
"Boston, MA","Sr. Scientist, Quantitative Translational Sciences",Takeda Pharmaceuticals,161500.0,"Job Description   Millennium Pharmaceuticals is seeking a Sr. Scientist, Quantitative Translational Sciences in Cambridge, MA with the following requirements: Master’s degree in Pharmaceutical Sciences or a related biomedical engineering field and 10 years related experience. Prior experience must include at least 6 years with each of the following: design and develop PK and PK/PD models of multilayer mechanistic drug exposure to drug response relationship in CNS therapies including circulating pharmacokinetics, brain distribution, target engagement and downstream pathway modulation, and translate the models from experimental animals to humans using NONMEM, Phoenix and Berkeley Madonna; design, plan and execute experiments to obtain the biological input data to design and implement PBPK and PK/PD modeling for absorption, tissue distribution and elimination with addressing inter-individual variability through non-linear mixed effect modeling using NONMEM, Berkeley Madonna and Simcyp; build PBPK models to quantitatively predict the risk of metabolism- and/or transporter-mediated drug-drug interactions in humans through the extrapolation of in vitro experimental findings to in vivo using Simcyp. Apply on-line at www.takedajobs.com  Locations   Boston, MA  Worker Type   Employee  Worker Sub-Type   Regular  Time Type   Full time"
"New York, NY",Sr. Data Scientist II,Argo Group US,147000.0,"Data Scientist  Before the dawn of everything internet, insurance was intimate and personal. You walked down the street to chat with your broker, and the risk to your business, your livelihood, was covered with a handshake. Today things are different. The average insurance policy for a mom-and-pop store trades through a dozen different hands and traverses a maze of systems and processes. Few are accountable and fewer know the whole story.  Some of the problems you will solve entail understanding data, identifying patterns, quantifying the impact of ML / NLP models and designing data visualizations. We seek a data scientist to help drive a new digital AI product team on a mission to unlock the potential of data and identify new opportunities.  As one of the founding members of a small, multi-disciplinary team of technologists, designers and product managers, you’ll have the freedom to make key product decisions without much oversight, and the tools and resources to build and ship ideas quickly. You’ll be a part of a startup-like environment, with the opportunity to have more control and leadership; in a company with thousands of existing customers.  Who you are You want to use your statistical, scientific, and engineering training to craft and deploy models to transform one of the most entrenched industries. You paint with plots and your models don’t keep secrets. Image recognition is no longer an innovation to you, instead it is a routine task. NLP isn’t a foreign acronym and you’ve gone from strings to whiskers. You sail smooth in Python and always have sklearn, tensorflow, keras and pytorch on deck. K-means more than a curt text and Logit and Probit are not Hobbit characters. You have experience with relational databases such as PostgreSQL, Oracle or SQL Server, and maybe even Hadoop, Hive, Spark or Redshift. You strive to learn the newest and greatest techniques where BERT/ELMo are not just Sesame Street© characters. What you’ll own The foundation for advanced analytics at a global company. The roadmap of projects you’ll work on that tie directly to business goals and objectives. Manage the entire lifecycle of data projects from strategic planning to tactical activities (data collection, cleanup, analysis, model implementation). Sourcing new data for a firm that rarely scrapes, pulls or pushes. Facilitate communication throughout the development process between executive stakeholders, your users and technical teams. Coordinate and build strong working relations with various internal stakeholder groups, including IT, engineering, and legal. Minimum Qualifications Degree in computer science, engineering, mathematics, statistics, data science or a related technical field, or equivalent practical experience. 3 years of work experience in data science or related field. Experience with statistical modeling using R, Python, or similar statistical languages. In depth knowledge of advanced models such as generalized linear models, penalized regression models, tree based models and neural networks Proven track record building business-practical models and implementing them into production. Familiarity with Pandas, Numpy, Scikit-learn, Keras, Tensorflow, Pytorch Experience with data architecture and management (PostgreSQL, Hadoop, Oracle, Hive, Spark, Redshift and/or SQL Server) Apply on https://argogroup.wd1.myworkdayjobs.com/Argo  PLEASE NOTE: At this time, Argo Group will not sponsor an applicant for employment authorization for this position. To all recruitment agencies: Unless you have been requested to work on this position, or other positions with Argo Group, please do not forward any resumes to Argo Group employees. Argo Group is not responsible for any fees related to unsolicited resumes.  We are an Equal Opportunity Employer. We do not discriminate on the basis of age, ancestry, color, gender, gender expression, gender identity, genetic information, marital status, national origin or citizenship (including language use restrictions), denial of family and medical care leave, disability (mental and physical) , including HIV and AIDS, medical condition (including cancer and genetic characteristics), race, religious creed (including religious dress and grooming practices), sex (including pregnancy, child birth, breastfeeding, and medical conditions related to pregnancy, child birth or breastfeeding), sexual orientation, military or veteran status, or other status protected by federal, state and/or local laws.  Applicants: For the most convenient application experience, please use the “Apply with LinkedIn” button. If manually entering, only include your most recent or relevant job information needed for this role. For either method, please attach your most current resume. Additional job history may be obtained if selected for the interview process."
"Springfield, MO",Excel / VBA / SQL Data Analyst,Associated Electric Cooperative,61000.0,"Excel / VBA / SQL Data Analyst  Location: Headquarters Address: Springfield, MO Job Type: Full-Time  AECI’s Springfield Headquarters is seeking candidates for an Associate Quantitative Analyst. Quantitative analytics is a new and expanding function among our portfolio management teams, dedicated to supporting portfolio modeling, financial forecasting, and term trading, hedging, and contracting in the areas of wholesale power supply, natural gas, coal, rail and renewables. Responsibilities include applying production cost modeling techniques, financial mathematics, and developing statistical pricing models to support commercial functions to optimize AECI’s power generators, contracts, and positions to enhance margins and mitigate financial risk.  What are we looking for?  · Bachelor’s Degree in a quantitative field such as mathematics, engineering, physics, finance, or 2+ years of experience in data analytics with heavy use of advanced Excel modeling (Master’s Degree and 5+ years of experience preferred)  · Advanced Excel skills with VBA programming, math/statistical packages and data management techniques including manipulation of large datasets  · Strong knowledge of SQL queries or Access database development  · Experience with data modeling and forecasting techniques  · Willingness to quickly learn and conform to current practices to utilize existing Excel/SQL processes  · Ability to efficiently research coding and applied math approaches to speed new development  · Effective technical writing and oral communication skills  · Experience applying statistical modeling to solve business problems  · Ability to perform at sustained high energy and performance level and generate innovative and creative ideas/concepts  AECI provides a competitive total compensation package including paid health care and dental premiums starting on day one with vision plans available. Basic life, short-term disability and long-term disability are paid for by AECI as well as a 401k with an employer match. Invest in yourself with our tuition reimbursement and enjoy time away with Paid Time Off (PTO) and paid holidays. Wellness incentives and employee assistance programs are also available. Come join a team where your talents are appreciated, your voice is heard, and your work has an impact!  To apply for a position, please visit www.aeci.org/careers and complete your profile. You will be able to upload additional applicant documents (i.e. resume, cover letter) and apply for a position. AECI is fully committed to the concept and practice of equal opportunity and affirmative action in all aspects of employment. Please reference the contact information above if you require assistance in filling out an application. Individuals with disabilities should request reasonable accommodations in accordance with the Americans with Disabilities Act prior to an appointment."
"Pittsburgh, PA",Machine Learning Research Scientist,Software Engineering Institute,120000.0,"Machine Learning researchers at the SEI help our government and industry clients solve their problems using ML technology. In this role, you will work with our customers to identify areas where advanced statistical techniques can help tackle problems, plan and develop prototype solutions, and build out final products. You'll get a chance to work with elite cybersecurity professionals and university faculty to build new technologies that will influence national cybersecurity strategy for decades to come. You will co-author research proposals, execute studies, and present findings to DoD sponsors and at academic conferences.  Our team works on a wide range of projects. Some of our current work includes developing metrics and experimental designs for large-scale cybersecurity research programs, researching human-in-the-loop machine learning, and building classifiers to identify security vulnerabilities in code. We have access to a wide variety of cyber-related data, including malware samples, netflow data, cybersecurity training runs and tests, incident tickets, and more. If you are a computer science or statistics expert with an interest in cybersecurity, we want to hear from you! Requirements: BS in machine learning, cybersecurity, statistics, or related discipline with eight (8) years of experience or equivalent combination of training or experience; or MS in machine learning, cybersecurity, statistics, or related discipline with five (5) years of experience; or PhD in machine learning, cybersecurity, statistics, or related discipline with two (2) years of experience. Willingness to travel to various locations to support the SEI’s overall mission. You will be subject to a background check and will need to obtain and maintain a Department of Defense security clearance. Knowledge, Skills and Abilities: Deep understanding of statistical modeling techniques Comfortable working in the Unix command line Thrives in a multi-disciplinary environment Superb communication skills Expertise implementing machine learning techniques (e.g., K-means, SVM, neural networks) Familiar with at least one mathematical/statistical programming package (e.g., python numpy/scipy/pandas, R, MATLAB, etc.) Strong software engineering skills You should have cybersecurity or privacy experience Desired Experience: Experience with specific methods and/or evidence that you can learn. Experience supporting test and evaluation for large-scale government research programs is a plus  More Information  Please visit “Why Carnegie Mellon” to learn more about becoming part of an institution inspiring innovations that change the world.  A listing of employee benefits is available at: www.cmu.edu/jobs/benefits-at-a-glance/.  Carnegie Mellon University is an Equal Opportunity Employer/Disability/Veteran."
"Phoenix, AZ","VP, Data Science",PennyMac,124500.0,"Oversee a team of Data Scientists with overall responsibilities to analyze vast amounts of raw data to find patterns and build models that will help improve profitability, our customers’ experience, improve processes, and mitigate risks. Utilize your skills as an experienced Data Scientist to extract valuable business insights, and make real-time predictions to improve the profitability of our business or how our business operates.  Collaborate with business domain subject matter experts in various departments to understand the problem and the objectives. Identify valuable data sources, and work with our IT team to collect such data. Undertake preprocessing of structured and unstructured data Analyze large amounts of information to discover trends and patterns Research and devise innovative statistical models for data analysis Build predictive models, neural networks, and machine-learning algorithms Combined models through ensemble modeling Present information using data visualization techniques Propose data science solutions and strategies to business problems Ensure solutions are feasible to implement and achieve the objectives. Manage a team of more junior data scientists working on various potentially unrelated problems.  BS in Computer Science, Engineering, Applied Math or related discipline; graduate degree in Data Science or other quantitative field is desirable Proven experience as a Data Scientist Minimum 5 years of experience in data mining, machine learning, neural networks or other data science technique Strong proficiency with R, SQL, and Python including the Tensorflow, Keras, and XGBoost libraries. Experience with Excel and PowerPoint Strong quantitative, math, and problem solving skills Excellent communication and presentation skills Strong business acumen and ability to interface effectively with executive management Curious and creative mind that seeks continuous improvement"
"Burbank, CA",Senior Data Scientist,Zest AI,148000.0,"Data Scientist's at Zest AI use the power of machine learning to build models and optimize software tools that our customers depend on in order to meet the financial needs of people around the world. By leveraging a combination of machine learning and vast amounts of data points, we seek to challenge the traditional credit scoring model, while expanding our proprietary AI-explainability technology across the fin-tech industry.  In this role you will: Translate unstructured business problems into well-defined machine learning projects Collaborate with a cross-functional team of Engineers, Product Managers, and Business Analysts to identify and manage high leverage opportunities for modeling work Design and implement highly generalizable models for predicting various outcomes Take responsibility for modeling implementation in real world settings to solve real world problems Mentor junior team members in modeling artistry We are looking for: Masters Degree in a quantitative discipline; PhD degrees preferred Expert experience designing, developing, and implementing machine learning models/algorithms Successful Kaggle competition experience is encouraged Extensive programming experience in R or Python and an interest in learning new languages and technologies Knowledge of data structures and parallelization Perks and benefits: People – the best part of Zest! Robust healthcare plans, matching 401K and unlimited vacation time Dog friendly office with lounge areas, video games and gigantic jigsaw puzzles On-site gym with fitness classes Generous family leave policy (6 month maternity leave/3 month paternity leave) Tuition reimbursement, conference allowance and Zest talks Complimentary massages, manicures, pedicures and more Daily catered lunches from LA’s top restaurants and fully stocked kitchen Company happy hours, social events and outings About Zest AI:  Here at Zest AI, we’re leveraging the power of machine learning and big data to challenge the traditional method of credit underwriting. Lending institutions apply our product – Zest Automated Machine Learning (ZAML) – to better assess decisions on loan portfolios; which in response increases revenue, reduces risk, and automates highly regulated compliance measures within fin-tech.  Please review our CCPA Policy with regard to applicant and employee personal information here."
"Huntsville, AL",Radar Data Analyst,DECISIVE ANALYTICS Corporation,59000.0,"Decisive Analytics Corporation has an opening in Huntsville, Alabama, for a Radar Data Analyst to provide technical services in support of the Ronald Reagan Ballistic Missile Defense Test Site. Kwajalein Atoll is home to the Reagan Test Site (RTS), where some of the most sophisticated missile testing in the world is conducted by the US. RTS operates and maintains a technologically advanced suite of sensors including radars, optics and telemetry sites around the Atoll that are used to collect mission-critical test data on various missile systems being tested there. The successful applicant’s primary job responsibilities will include flight test planning to ensure RTS customer objectives are met, as well as flight test sensor data analysis to assess the performance of both the missile system and the RTS sensor systems during the test.  Apply engineering principles and scientific investigative techniques to support planning, analysis, assessment, and reporting on flight tests. Participate in meetings and test events, which may include overseas travel, and document complete and accurate observations noted in test events. Perform analysis of test events to support performance assessments of the system under test, and prepare briefings and reports summarizing analysis and assessments. Work autonomously as well as a member of a team of engineers and scientists to investigate complex system and or sensor behavior, and produce complete technical products. Assess complex systems through synthesis of analytical results and expert judgment, review technical documentation, conduct analytical studies and prepare technical reports on research findings.  Required: Active DoD Secret Clearance Bachelor’s degree in one of the following disciplines: engineering, mathematics, physical sciences, or computer science. Excellent written and oral communication skills and be proficient with office automation tools High-level programming languages (MatLab, C, C++, Python) Highly Desired: Familiarity with: RTS sensors and command & control, including instrumentation class radars, optical sensors, telemetry sensors, communications and the command & control software, AF and Missile Defense Agency (MDA) flight testing  Desired: Software design & maintenance experience Radar Analysis Radio Frequency (RF) signature modeling and analysis (Xpatch, SAF, Periodic Method of Moments, ANSYS/HFSS, Cicero, etc.) Experience in one or more of the following areas: conducting complex analytical studies, developing or adapting analysis tools to suit needs, building reusable, well documented MATLAB utilities, assessing the suitability, effectiveness, survivability, and interoperability of complex military systems, evaluating threat intelligence information as it pertains to system performance Keywords: Data science, MatLab, Python, C++, RF Modeling, Radar Analysis, Software Development   All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, protected veteran status or disability.  VEVRAA Federal Contractor"
"Worcester, MA",PL Actuarial-Lead Data Scientist,The Hanover Insurance Group,146500.0,"Monday, October 21, 2019  Our PL Data Science and Actuarial department is seeking a Lead Data Scientist to join our growing team in our Worcester, MA or Windsor, CT offices.  Position summary:  This position combines advanced and creative technical knowledge with sound business acumen and judgment, based on solid experience with a range of business decisions to maximize profit and growth in a highly competitive marketplace. Demonstrates advanced statistical analysis skill, data mining, actuarial and/or research techniques combined with an intermediate level of understanding of Machine Learning techniques and a broader awareness of the business, general enterprise analytics, and the research community, to function in a collaborative and consultative role. Leads discussions with executives and management regarding the interpretation of research and its business inferences. Research undertaken has a potentially sizable dollar impact on pricing, marketing, finance, and risk management. May direct multiple complex research projects simultaneously as well as aspects of large and complex initiatives. May mentor more junior staff and direct their efforts.  This is a Full-time, Exempt role.   Responsibilities/Essential Functions:  Data Management and Pre-Modeling:  • Develops best practices around extracting, analyzing, merging and constructing databases.  • Seeks new databases, including evaluation and acquisition of external data, software, and other tools in support of key strategic initiatives.  • Consults on management information aspects of technology initiatives.  • Identifies the appropriate data for analysis, anticipates integrity issues and other possible roadblocks, and understands potential future uses of data beyond the task at hand.  • Directs, performs and interprets appropriate exploratory analysis such as data mining, empirical data analysis, univariate analysis, partitioning analysis etc.   Modeling Design & Monitoring:  • Provides roadmap to design models using available data, tools and programming languages, supports the implementation in a real-world framework, and establishes monitoring processes to ensure optimal predictive performance over time.  • Shares new ideas on advanced analytical techniques and their application to the business.   Project Management:  • Provides and/or independently gathers requirements from appropriate business partners for project, including necessary data for analysis to be performed.  • Guides implementation of models in real-world framework.  • Develops and manages preliminary project plans, ensures optimal and effective execution on deliverables within agreed upon timeframes, monitors program milestones and critical dates to identify potential jeopardy of project schedules, identifies ways to remove obstacles, communicates progress and makes recommendations to address issues, and manages any effects on related projects.   Position Requirements:  • Requires Master's Degree in Physics or Computer Science plus 5 years of statistical predictive modeling experience, including insurance-specific predictive modeling; preferably a PhD, in Statistics/Applied Statistics, Applied Mathematics, or Economics, or a related field, plus 8+ years of experience.  • Solid understanding of database principles; experience in data manipulation and cleaning; experience in identification and resolution of data issues.  • Advanced Excel skills and demonstrated experience in programming languages such as SAS, SQL, VBA, R, Python etc. Should be proficient in at least two of the following languages: SAS, SQL, R and/or Python.  • Awareness of typical insurance data sources, both internal and external  EEO statement:  “The Hanover values diversity in the workplace and among our customers. The company provides equal opportunity for employment and promotion to all qualified employees and applicants on the basis of experience, training, education, and ability to do the available work without regard to race, religion, color, age, sex/gender, sexual orientation, national origin, gender identity, disability, marital status, veteran status, genetic information, ancestry or any other status protected by law.  Furthermore, The Hanover Insurance Group is committed to providing an equal opportunity workplace that is free of discrimination and harassment based on national origin, race, color, religion, gender, ancestry, age, sexual orientation, gender identity, disability, marital status, veteran status, genetic information or any other status protected by law.”  As an equal opportunity employer, Hanover does not discriminate against qualified individuals with disabilities. If you require a reasonable accommodation, as a candidate for employment, please inform The Hanover Talent Acquisition office.  Privacy Policy:  To view our privacy policy and online privacy statement, click here.  Applicants who are California residents: To see the types of information we may collect from applicants and employees and how we use it, please click here.  Other details Job Function Actuarial Pay Type Salary Required Education Master’s Degree"
"Newton, MA",PV Scientist,Karyopharm Therapeutics Inc.,91500.0,"SUMMARY: The Pharmacovigilance Scientist supports the medical component of pharmacovigilance activities including surveillance activities providing scientific/clinical PV expertise with a focus on the identification, evaluation and management of safety risks for Karyopharm products. They collaborate closely with the safety physician and cross-functional partners to evaluate and actively manage risks in accordance with global regulatory frameworks RESPONSIBILITIES: Organize and perform independently or collaboratively as necessary, the relevant safety data analysis for Safety Management Team meeting; ensure adequate documentation of meeting minutes Create and maintain an effective signal tracking process that fully documents signaling activities and can be used for regulatory inspection Support other function teams for Karyopharm investigational products; serve as PV expert and liaise with Clinical Operations, Biostatistics, Regulatory Affairs, Contract Research and other entities as needed Contribute to health authority and other safety-related query responses Demonstrate knowledge and ensure compliance with current and applicable global PV regulations and guidelines (e.g., CIOMS, EMA, FDA, ICH, etc.) Ensure compliance with Karyopharm and PVG & Risk Management policies and procedures Prepares aggregate safety reports (e.g. DSURs), including project management, safety database requests, understanding and writing the content, assimilating information from other groups, and quality checks Plan and execute literature surveillance Provide leadership in the development, implementation, and maintenance of robust procedures for the planning, preparation, and submission of high-quality safety reports Support PV activities as needed  Bachelor’s degree required. PharmD, MD, PhD, MPH, an advance healthcare degree, or equivalent professional experience preferred Preferred minimum of 2 years of pharmacovigilance or relevant experience, including at least 2 years of aggregate safety report writing Thorough understanding of the drug development process and context applicable to safety surveillance activities Knowledge of MedDRA terminology and its application Excellent written and oral communication skills, strong attention to detail, and high-performance standards for quality Ability to analyze, interpret, and summarize complex clinical and medical literature data Ability to prioritize and complete work in a resourceful, self-sufficient manner while maintaining a strong mentality Displays ability to understand established procedures and communicate those procedures to others Exhibits comprehension of industry practices and regulations for drug development and pharmacovigilance Demonstrates awareness of related medical disciplines and an understanding of general concepts and some experiential detail within those areas Possesses computer skills to support use of electronic systems and development of writing deliverables  Karyopharm Therapeutics is a global commercial-stage pharmaceutical company focused on the discovery and development of novel first-in-class drugs directed against nuclear transport targets for the treatment of cancer and other major diseases. Karyopharm Therapeutics Inc. (the ""Company"") is an equal opportunity employer. All qualified applicants will be considered without regard to age, race, color, sex, religion/creed, national origin, marital status, ancestry, citizenship, military, reservist or veteran status, pregnancy, sexual orientation or preference, gender identity, gender expression, physical or mental disability, genetic predisposition or carrier status, or any other category protected under applicable federal, state or local law. Consistent with its obligations under applicable law, the Company will make reasonable accommodations for qualified individuals with disabilities. If you require an accommodation in the application process, please contact a member of the Company’s Human Resources department."
"Chicago, IL",Senior Data & Machine Learning Scientist,Tempus Labs,133000.0,"Passionate about precision medicine and advancing the healthcare industry?  Recent advancements in underlying technology have finally made it possible for AI to impact clinical care in a meaningful way. Tempus' proprietary platform connects an entire ecosystem of real-world evidence to deliver real-time, actionable insights to physicians, providing critical information about the right treatments for the right patients, at the right time.  We are looking for machine learning, deep learning, and data science experts who are passionate about applying state of the art techniques to the processing and integrative analyses of vast amounts of data. The ideal candidate has significant expertise in the biomedical or clinical domain, and is eager to apply his or her skills to improve patient outcomes  What You'll Do Analyze and integrate large diverse clinical, molecular, biosignal and imaging datasets to extract insights, and drive research opportunities. Design and prototype novel analysis tools and algorithms for predicting patient outcome and treatment response in oncology and cardiology Collaborate with product, science, engineering, and business development teams to build the most advanced data platform in precision medicine. Interrogate analytical results for robustness, validity, and out of sample stability. Document, summarize, and present your findings to a group of peers and stakeholders. Provide technical leadership & expertise across multiple modeling projects. Qualifications MS/PhD degree in a quantitative discipline (e.g. statistical genetics, cancer genetics, machine learning, bioinformatics, statistics, computational biology, applied mathematics, physics, or similar). 5+ years full time employment or postdoctoral experience building and validating predictive models on structured or unstructured data Outstanding analytical and problem solving skills, with a particular focus on understanding the intricacies of molecular or multi-modal data sets. Strong experience working with genomic, biosignal, clinical, or imaging data. Expert-level experience with supervised and unsupervised machine learning algorithms, and ensemble methods, such as: PCA, regression, deep neural networks, decision trees, gradient boosting, generalized linear models, mixed effect models, non-linear low dimensional embeddings and clustering. Proficient in Python and SQL. Experience with the following: Pandas, NumPy, SciPy, Scikit-learn, Jupyter Notebooks, and a machine learning framework such as TensorFlow, SageMaker, or PyTorch Strong programming skills. Thrive in a fast-paced environment and willing to shift priorities seamlessly. Experience with communicating insights and presenting concepts to diverse audiences. Team player mindset and ability to work in an interdisciplinary team. Goal orientation, self motivation, and drive to make a positive impact in healthcare. Nice to Haves Strong peer-reviewed publication record. Kaggle.com competitions and/or kernels track record Experience with: Git, matplotlib, seaborn, HTML5, CSS3, JavaScript, D3, Plot.ly, Flask, Dask, Docker, AWS. Experience working in a Linux / Mac and AWS cloud environments. Experience in agile environments and comfort with quick iterations. Technical leadership experience. #LI-LH1"
